Balayage complet {b1 anchor -> meilleur b2 oppose} pour tous les b1 du pool de base (4000 candidats, t=1..100, k=+/-1..10)
N1,N2 bornes a [1,65536]. Genere le 2026-08-29 09:45:11
==============================================================================================================

--- x0 = 13.457 --- (4000 appariements b1 valides : 2000 avec sign1=+, 2000 avec sign1=-  ;  4000 avec erreur < 1e-6) ---
       err |    t1   k1  sg1 |              b1 |    t2   k2  sg2 |              b2 |      N1      N2
  3.83e-11 |    97   -1    - |     6.848822099 |     5   -2    + |    20.174567049 |   42557   41864
  3.86e-11 |    66   -6    + |    56.593547411 |     9   -1    - |     6.963449274 |    7375   48992
  3.87e-11 |    56    5    - |   -47.523609956 |     2   -2    + |    20.047160140 |    7008   64847
  3.90e-11 |    61   -2    - |    15.926663019 |    99   -1    + |    11.281128856 |   46370   52631
  3.93e-11 |     8   -2    - |    16.038148923 |   100   -1    + |    11.281378289 |   52367   62128
  3.97e-11 |    11   -1    - |     6.947735869 |     7   -2    + |    20.208690130 |   64279   61971
  3.97e-11 |    73    3    - |   -29.402381835 |    12   -2    + |    20.252765983 |   10255   64676
  3.99e-11 |    28   -3    + |    29.366776681 |    10   -1    - |     6.955003878 |   20624   50465
  4.02e-11 |    73   -2    + |    20.337661552 |     4   -1    - |     7.045562355 |   14921   16013
  4.03e-11 |    75   -5    - |    43.114602630 |    97   -1    + |    11.280618468 |    1606   21885
  4.06e-11 |    63   -2    + |    20.333232302 |     6   -1    - |     7.000400527 |   30788   32789
  4.08e-11 |     1    3    + |   -25.418200133 |    91   -2    - |    15.915173222 |    3599   56917
  4.11e-11 |    56   -2    - |    15.929432029 |   100   -1    + |    11.281378289 |   41869   47581
  4.13e-11 |    89    9    - |   -83.796169977 |     8   -2    + |    20.220732211 |    1862   26773
  4.14e-11 |    80   -2    - |    15.918626488 |    97   -1    + |    11.280618468 |   31931   36116
  4.21e-11 |    43   -2    - |    15.938771097 |    96   -1    + |    11.280357315 |   55613   63409
  4.24e-11 |    66   -3    - |    24.988935142 |    96   -1    + |    11.280357315 |    2701   14310
  4.25e-11 |    61   -2    + |    20.332218115 |     9   -1    - |     6.963449274 |   53644   56797
  4.27e-11 |    63   -4    - |    34.055089400 |    92   -1    + |    11.279270473 |    6846   64753
  4.29e-11 |    37    1    - |   -11.249500210 |     2   -2    + |    20.047160140 |    6490   24331
  4.29e-11 |    26   -2    - |    15.960354072 |    98   -1    + |    11.280875614 |   34747   39972
  4.31e-11 |    74   -1    + |    11.273334111 |    93   -2    - |    15.914612106 |   45708   40613
  4.31e-11 |    99   -9    + |    83.798891125 |     3   -1    - |     7.083538425 |    5479   60470
  4.36e-11 |    73   -1    - |     6.856499299 |    10   -2    + |    20.239156973 |   49021   47708
  4.37e-11 |    58   -2    - |    15.928281526 |    90   -1    + |    11.278700084 |   52223   59247
  4.39e-11 |    75    1    + |    -6.855721495 |    98   -2    - |    15.913285236 |    6259   51760
  4.40e-11 |    33   -3    + |    29.374151281 |     2   -1    - |     7.147000711 |   20552   51843
  4.40e-11 |    44   -3    + |    29.385692940 |    11   -1    - |     6.947735869 |   24490   59929
  4.43e-11 |    62   -1    - |     6.861429510 |    10   -2    + |    20.239156973 |   63501   61754
  4.44e-11 |    42   -2    - |    15.939664328 |   100   -1    + |    11.281378289 |   34217   39046
  4.49e-11 |    28   -3    - |    25.021545021 |    99   -1    + |    11.281128856 |   11702   62195
  4.53e-11 |    98   -1    - |     6.848564953 |     4   -2    + |    20.148598496 |   29530   29163
  4.57e-11 |    98   -1    + |    11.280875614 |   100   -2    - |    15.912782562 |   33659   29826
  4.58e-11 |    18   -2    - |    15.979932803 |    92   -1    + |    11.279270473 |   48519   56210
  4.59e-11 |    89   -2    - |    15.915753143 |    98   -1    + |    11.280875614 |   24169   27308
  4.59e-11 |    91   -6    - |    52.174054357 |    94   -1    + |    11.279822565 |    2693   47890
  4.61e-11 |    81   -2    - |    15.918283745 |    89   -1    + |    11.278407708 |   19359   21871
  4.63e-11 |    78    5    - |   -47.533710346 |     6   -2    + |    20.193760324 |    6421   58132
  4.63e-11 |    18   -3    - |    25.044653087 |    96   -1    + |    11.280357315 |    7459   39709
  4.64e-11 |    91   -1    + |    11.278987629 |    93   -2    - |    15.914612106 |   53345   47276
  4.67e-11 |    35   -2    - |    15.946952780 |    95   -1    + |    11.280092050 |   44276   50643
  4.68e-11 |    61   -1    + |    11.267497832 |    90   -2    - |    15.915460767 |   38144   33971
  4.69e-11 |    71   -2    - |    15.922030016 |    89   -1    + |    11.278407708 |   49704   56239
  4.70e-11 |    56    7    - |   -65.653050524 |    12   -2    + |    20.252765983 |    4781   55656
  4.71e-11 |    91   -2    - |    15.915173222 |    93   -1    + |    11.279548745 |   18771   21191
  4.73e-11 |    78    3    - |   -29.404269779 |    10   -2    + |    20.239156973 |    2765   17474
  4.74e-11 |    33   -1    - |     6.884729854 |     1   -2    + |    19.905401285 |   51798   52793
  4.78e-11 |    64   -2    + |    20.333721479 |     8   -1    - |     6.973428639 |   58066   61587
  4.80e-11 |     5    4    - |   -38.304007616 |    11   -2    + |    20.246424982 |    5991   45674
  4.81e-11 |     4   -4    - |    34.239723206 |    90   -1    + |    11.278700084 |    5527   52732
  4.86e-11 |    27   -3    - |    25.023260698 |    93   -1    + |    11.279548745 |    3287   17460
  4.87e-11 |    45   -1    + |    11.257086088 |    96   -2    - |    15.913803536 |   48679   43589
  4.92e-11 |    28   -2    - |    15.956824737 |   100   -1    + |    11.281378289 |   36392   41815
  4.94e-11 |    79    3    + |   -24.983696001 |    93   -2    - |    15.914612106 |    2078   32503
  4.97e-11 |    60   -2    + |    20.331692116 |     4   -1    - |     7.045562355 |   60633   65014
  4.97e-11 |    69   -7    - |    61.246476843 |    94   -1    + |    11.279822565 |    2771   60824
  4.99e-11 |    14   -2    - |    15.995533750 |    95   -1    + |    11.280092050 |   44432   51813
  5.06e-11 |    26   -5    - |    43.154514923 |    91   -1    + |    11.278987629 |    1343   18312
  5.08e-11 |    90   -2    + |    20.343420368 |     7   -1    - |     6.985470721 |   31867   33910
  5.08e-11 |    23   -1    + |    11.227673713 |   100   -2    - |    15.912782562 |   60425   54853
  5.09e-11 |    12   -2    - |    16.006115152 |    94   -1    + |    11.279822565 |   36427   42650
  5.10e-11 |    38    3    + |   -25.008303292 |    95   -2    - |    15.914068801 |    3501   54808
  5.16e-11 |    48   -2    - |    15.934731829 |    90   -1    + |    11.278700084 |   52633   59868
  5.18e-11 |    84   -1    + |    11.276868363 |    95   -2    - |    15.914068801 |   34877   30946
  5.18e-11 |     6   -6    + |    56.452641458 |     5   -1    - |     7.019593802 |    9462   63197
  5.20e-11 |    33    9    + |   -79.402492123 |    94   -2    - |    15.914338286 |    1339   50599
  5.20e-11 |    87   -3    + |    29.407248474 |     1   -1    - |     7.288759566 |   24439   63196
  5.21e-11 |    55    5    - |   -47.523011320 |    11   -2    + |    20.246424982 |    3155   28337
  5.23e-11 |    60   -1    + |    11.266971832 |    95   -2    - |    15.914068801 |   28321   25243
  5.24e-11 |    29   -1    - |     6.890478240 |     9   -2    + |    20.230711577 |   44659   43293
  5.24e-11 |    94   -4    + |    38.473983415 |    12   -1    - |     6.941394868 |    3191   12252
  5.27e-11 |    64   -4    + |    38.463162046 |     4   -1    - |     7.045562355 |    3298   12863
  5.30e-11 |    33   -1    + |    11.244710713 |    90   -2    - |    15.915460767 |   32487   29234
  5.30e-11 |    54    1    + |    -6.865925565 |    89   -2    - |    15.915753143 |    3732   30847
  5.31e-11 |    16   10    - |   -92.789641710 |     2   -2    + |    20.047160140 |    2803   45190
  5.31e-11 |    54   -1    - |     6.865925565 |     8   -2    + |    20.220732211 |   28558   27829
  5.33e-11 |    71   -1    - |     6.857309732 |     6   -2    + |    20.193760324 |   47723   46752
  5.34e-11 |    23    2    + |   -15.966487138 |    98   -2    - |    15.913285236 |    4493   53821
  5.34e-11 |    25   -6    - |    52.221156538 |    90   -1    + |    11.278700084 |    3410   60683
  5.34e-11 |    75    7    - |   -65.662040774 |     3   -2    + |    20.110622426 |    3830   45543
  5.45e-11 |   100   -4    - |    34.042223129 |    94   -1    + |    11.279822565 |    4156   39295
  5.45e-11 |    47   -4    - |    34.064928413 |    95   -1    + |    11.280092050 |    5435   51451
  5.51e-11 |    78   -2    + |    20.339549495 |    11   -1    - |     6.947735869 |   60666   64145
  5.52e-11 |    59    1    + |    -6.863008047 |    99   -2    - |    15.913031995 |    4987   41260
  5.57e-11 |    78   -2    - |    15.919331639 |    92   -1    + |    11.279270473 |   52637   59516
  5.59e-11 |    13   -1    - |     6.935799212 |     7   -2    + |    20.208690130 |   38110   36809
  5.62e-11 |    20    5    - |   -47.479090360 |     5   -2    + |    20.174567049 |    4174   37863
  5.63e-11 |    53   -1    + |    11.262882496 |   100   -2    - |    15.912782562 |    2412    2155
  5.65e-11 |    45   -1    - |     6.872354479 |     8   -2    + |    20.220732211 |   31083   30260
  5.67e-11 |    25   -1    + |    11.231885447 |    95   -2    - |    15.914068801 |   48060   43523
  5.68e-11 |    83   -2    - |    15.917616931 |    94   -1    + |    11.279822565 |   57479   64962
  5.72e-11 |    27   -2    + |    20.300340720 |    10   -1    - |     6.955003878 |   49411   52005
  5.73e-11 |    29   -6    - |    52.214079658 |    98   -1    + |    11.280875614 |    2860   50937
  5.74e-11 |    68    8    + |   -70.311633746 |    96   -2    - |    15.913803536 |    1615   55066
  5.74e-11 |    90   -1    + |    11.278700084 |    92   -2    - |    15.914890377 |   58267   51639
  5.76e-11 |    75   -7    + |    65.662040774 |     3   -1    - |     7.083538425 |    2623   21485
  5.77e-11 |    61    1    - |   -11.267497832 |     3   -2    + |    20.110622426 |    9382   34863
  5.82e-11 |    14   -2    + |    20.263347384 |     2   -1    - |     7.147000711 |   43033   46418
  5.83e-11 |    96    9    + |   -79.366845521 |    94   -2    - |    15.914338286 |    1253   47331
  5.83e-11 |    79   -2    + |    20.339905417 |     3   -1    - |     7.083538425 |   22369   24157
  5.84e-11 |    20   -2    - |    15.973951625 |    94   -1    + |    11.279822565 |   54126   62573
  5.84e-11 |    48  -10    + |    92.841911575 |     9   -1    - |     6.963449274 |    1683   20575
  5.86e-11 |    29   -1    + |    11.238962328 |   100   -2    - |    15.912782562 |   27745   25059
  5.87e-11 |    59   -2    - |    15.927728330 |    92   -1    + |    11.279270473 |   18128   20567
  5.88e-11 |    91   -5    - |    43.109334073 |    96   -1    + |    11.280357315 |    2830   38553
  5.89e-11 |    16   -2    - |    15.987001693 |    96   -1    + |    11.280357315 |   30325   35248
  5.90e-11 |    43   -7    - |    61.262372515 |    98   -1    + |    11.280875614 |    1600   35149
  5.91e-11 |    13   -3    + |    29.323081922 |    10   -1    - |     6.955003878 |   16961   41388
  5.97e-11 |    69   -2    + |    20.336005710 |     8   -1    - |     6.973428639 |   40941   43438
  5.97e-11 |    54   -2    + |    20.328235286 |     2   -1    - |     7.147000711 |   48064   52339
  5.99e-11 |    85   -1    + |    11.277187064 |    91   -2    - |    15.915173222 |   23031   20423
  5.99e-11 |     6   -3    + |    29.258480607 |     6   -1    - |     7.000400527 |    9485   23213
  6.00e-11 |    75   -1    + |    11.273719072 |    98   -2    - |    15.913285236 |   55414   49255
  6.00e-11 |    37   10    + |   -88.462422911 |    89   -2    - |    15.915753143 |     569   23586
  6.03e-11 |    66   -9    - |    79.377256844 |    93   -1    + |    11.279548745 |     759   22978
  6.03e-11 |    35    5    - |   -47.506089205 |     1   -2    + |    19.905401285 |    2271   21470
  6.05e-11 |    76   -3    + |    29.403536980 |     7   -1    - |     6.985470721 |   16535   40744
  6.06e-11 |    65   -2    - |    15.924681808 |    92   -1    + |    11.279270473 |   49375   55949
  6.07e-11 |    90   -6    - |    52.174341901 |    89   -1    + |    11.278407708 |    2221   39471
  6.07e-11 |     5   -8    + |    74.562888751 |     8   -1    - |     6.973428639 |    6131   57783
  6.10e-11 |    86    1    + |    -6.851940375 |    89   -2    - |    15.915753143 |    2182   18023
  6.14e-11 |    29    1    + |    -6.890478240 |    91   -2    - |    15.915173222 |    2793   23119
  6.17e-11 |    43   -2    + |    20.320110038 |     3   -1    - |     7.083538425 |   23013   24781
  6.22e-11 |    12    3    + |   -25.070835435 |    99   -2    - |    15.913031995 |    3553   55736
  6.22e-11 |    99   -2    - |    15.913031995 |    90   -1    + |    11.278700084 |   42259   47647
  6.24e-11 |     3    4    - |   -38.240062994 |    12   -2    + |    20.252765983 |    3119   23727
  6.26e-11 |    44   -3    - |    25.002628762 |    96   -1    + |    11.280357315 |   11504   61021
  6.29e-11 |    89   -5    + |    47.537288842 |     3   -1    - |     7.083538425 |   10011   53531
  6.30e-11 |    98   -2    + |    20.345595898 |     2   -1    - |     7.147000711 |   44986   49111
  6.33e-11 |    96    1    - |   -11.280357315 |    12   -2    + |    20.252765983 |    9189   33449
  6.33e-11 |    16   -7    - |    61.310603112 |    89   -1    + |    11.278407708 |    1733   38066
  6.34e-11 |    35   -1    - |     6.882232497 |     3   -2    + |    20.110622426 |   38392   37937
  6.35e-11 |    85   -7    - |    61.240575205 |   100   -1    + |    11.281378289 |    2200   48319
  6.37e-11 |    77   -8    - |    70.308016173 |    91   -1    + |    11.278987629 |    2181   56929
  6.38e-11 |    94   -1    + |    11.279822565 |    92   -2    - |    15.914890377 |   65459   57983
  6.40e-11 |    90   -4    + |    38.472860935 |     6   -1    - |     7.000400527 |   11423   44258
  6.40e-11 |    24   -2    - |    15.964315505 |    97   -1    + |    11.280618468 |   38479   44330
  6.41e-11 |     7  -10    + |    92.726452400 |    10   -1    - |     6.955003878 |    1587   19348
  6.48e-11 |    22   -2    - |    15.968805073 |    90   -1    + |    11.278700084 |   41841   48247
  6.48e-11 |    79   -3    + |    29.404625701 |     2   -1    - |     7.147000711 |   15608   39447
  6.49e-11 |    94   -3    - |    24.979058570 |    98   -1    + |    11.280875614 |    9143   48410
  6.52e-11 |     2   -5    + |    47.241320991 |     3   -1    - |     7.083538425 |   10762   57047
  6.52e-11 |    22   -1    - |     6.904084789 |    10   -2    + |    20.239156973 |   33520   32387
  6.53e-11 |    53    6    + |   -52.190159490 |    99   -2    - |    15.913031995 |    1354   36191
  6.55e-11 |    40   -2    - |    15.941550210 |    98   -1    + |    11.280875614 |   41000   46811
  6.55e-11 |    36   -3    - |    25.010503129 |    97   -1    + |    11.280618468 |    9926   52693
  6.56e-11 |     9    1    - |   -11.165991293 |    11   -2    + |    20.246424982 |   18059   65494
  6.59e-11 |    44   -2    - |    15.937908478 |    99   -1    + |    11.281128856 |   53955   61519
  6.63e-11 |    89   -8    - |    70.304074845 |    93   -1    + |    11.279548745 |    1773   46288
  6.63e-11 |    37    4    + |   -34.074101209 |    89   -2    - |    15.915753143 |     513    9917
  6.67e-11 |    36   -1    + |    11.248378005 |    95   -2    - |    15.914068801 |   30490   27407
  6.72e-11 |     5   -2    + |    20.174567049 |     6   -1    - |     7.000400527 |   38497   40053
  6.72e-11 |     6   -1    - |     7.000400527 |     5   -2    + |    20.174567049 |   40053   38497
  6.74e-11 |    79   -1    + |    11.275185134 |   100   -2    - |    15.912782562 |   53684   47695
  6.81e-11 |    26    6    - |   -56.557408197 |     7   -2    + |    20.208690130 |    5131   53208
  6.83e-11 |    32    3    + |   -25.015505959 |    91   -2    - |    15.915173222 |    3520   55091
  6.83e-11 |    88   -1    + |    11.278110363 |    92   -2    - |    15.914890377 |   56963   50497
  6.89e-11 |    88   -5    + |    47.536991498 |     4   -1    - |     7.045562355 |    1813    9637
